subject_id,x,y
S157,-0.8286049031862643,-2.3699423585255155
S158,27.033171996532978,-19.237586316030946
S159,-2.724374958913942,-0.2158344556950148
S160,14.582949622969451,-6.561764063670704
S161,-0.03226221424437708,3.0910130510879115
S162,-6.345726070788393,5.360961901127495
S163,-0.5746301950550382,8.634721476520708
S164,1.7694434544367512,7.953919322899868
S165,-7.424708871818916,0.19804603826962758
S166,-4.169099236131215,-1.0136576647717408
S167,-6.463830628387456,1.0862440338477273
S168,-0.17957502068697054,0.2678747686352094
S169,3.515383414327651,8.440662581537433
S170,-2.77009524505014,-5.185530991066249
S171,-5.013700082308573,2.7191497660126327
S172,0.44182018287065944,3.8788931382860437
S173,-1.8277064148928905,0.25606160032227304
S174,-2.2042557484890835,4.941141518863969
S175,-8.31889137194149,2.0193163967956056
S176,-7.739624124278982,1.6930570651930292
S177,-4.9921139992748715,-1.80431082764995
S178,-6.456898252602504,-0.4064499227584574
S179,1.439845240151624,-0.11823443502713579
S180,-1.8796967956202646,-3.6892161657335674
S181,-8.566274386829607,-1.791321084380282
S182,4.577144405592239,15.281588171739818
S183,-2.6694835858054273,0.5100898787868559
S184,-2.956278549153315,-3.216398953125039
S185,-5.065575627273862,0.8029842259475932
S186,-6.831999042666851,-0.3954062232618784
S187,-5.54214303518142,0.33342466604044885
S188,-0.6313719668255308,-1.1761541259012114
S189,-2.15837587233247,-2.4458742042805306
S190,-1.471731444247293,2.9133245365949625
S191,-4.522412736524824,-1.600574085520047
S192,-5.305684043086559,-2.0498892672812796
S193,-0.06893003235370576,-2.076898281464045
S194,-3.880740133875611,0.5446679038028825
S195,-7.665364710988423,0.27053374740541875
S196,-5.02033136953879,-3.637625966787029
S197,-4.06466172498551,-2.0465384753673095
S198,-4.755445042828362,-2.251706245127155
S199,1.1303067321191307,2.870998613702519
S200,-0.33940567562224755,7.350473874999795
S201,-0.8566327998735206,1.2945499578998876
S202,0.69064769181974,-3.9238790392557794
S203,-5.337945936494258,-2.4682610217100405
S204,-6.198874574288516,0.24266070950635732
S205,-6.193992077900802,0.24321232682745333
S206,-1.838559063480103,-3.0079027344969202
S207,-6.00401855048097,0.11052208223107567
